id,company_name,website,prior_status,prior_score,prior_category,new_score,recommended_category,outreach_tone,reasoning,suggested_status
"665","DATA DRIVEN MANAGEMENT CONSULTANTS INC","","disqualified","3","sales","2","relationship_building","very soft touch, no compliance ask","Named contact Bobby Chaitram is reachable but 'management consulting' suggests non-technical focus and no government/defense signals; too weak a fit for outreach beyond soft relationship-building.","disqualified"
"666","R.A. QUARSHIE AND ASSOCIATES, INC.","","disqualified","2","sales","2","relationship_building","very soft touch, no hard ask","Named contact Adelaide Quarshie is reachable, but no org type, defense signals, or government work indicators; insufficient qualification for any pitch.","disqualified"
"667","VOCISTECH LLC","","disqualified","3","sales","4","relationship_building","soft intro, explore business model and DoD exposure","WOSB/EDWOSB status and named contact Lynette Duke confirm government contractor registration, but no CMMC level or defense-specific signals; exploratory outreach is appropriate.","qualified"
"668","CYRUS MANAGEMENT SOLUTIONS LLC","","disqualified","2","sales","2","relationship_building","very soft touch, no compliance ask","Named contact Audrey Brownlee is reachable but no org type, defense signals, or government work indicators; too early-stage for any sales outreach.","disqualified"
"669","ELOCEN GLOBAL TECHNOLOGY, LLC","","disqualified","3","sales","2","relationship_building","very soft touch, no hard ask","Named contact Stanley Walker is reachable but no org type, industry signals, or government work indicators; insufficient qualification for outreach beyond light relationship-building.","disqualified"
"670","3LINKS TECHNOLOGIES, INC.","","disqualified","3","sales","5","relationship_building","soft intro, explore business model and federal/DoD scope","VOSB/SDVOSB status and named contact Melvin Buford suggest veteran-owned federal contractor; this is a moderate positive signal, but lack of CMMC level or defense confirmation means exploratory outreach only.","qualified"
"671","D-TECH SOLUTIONS LLC","","disqualified","2","sales","2","relationship_building","very soft touch, no pitch","Named contact Rapfhel Adenola is reachable but no org type, industry, or defense signals; too unqualified for any meaningful outreach beyond a light relationship-building attempt.","disqualified"
"672","CARTER-LAMBERT DIVISIONS LLC","","disqualified","3","sales","5","relationship_building","soft intro, explore business model and federal contracting scope","HUBZone/VOSB/SDVOSB status and named contact Charles Lambert suggest federal contractor involvement; multiple set-aside designations warrant exploratory outreach to understand defense exposure.","qualified"
"673","TEJJY, INCORPORATED","","disqualified","3","sales","5","relationship_building","soft intro, understand business scope and federal/DoD exposure","8(a)/WOSB/EDWOSB designations and named contact Harpreet Ghotra suggest likely federal contractor; outreach should explore defense work and IT infrastructure before any compliance pitch.","qualified"
"674","RISING SUN ADVISORS, LLC","","disqualified","2","sales","2","relationship_building","very soft touch, no compliance ask","Named contact Miheer Khona is reachable but no org type, industry, or defense signals; 'advisors' suggests consulting with unclear government relevance, making this too weak for outreach beyond light relationship-building.","disqualified"
"675","MTLS365, LLC","","disqualified","3","sales","5","relationship_building","soft intro, understand business model and federal/DoD scope","8(a) status and named contact Denis Kikanzira suggest federal contractor involvement; outreach should explore defense exposure and IT infrastructure before any compliance pitch.","qualified"
"676","IAZ ASSOCIATES LLC","","disqualified","3","sales","5","relationship_building","soft intro, explore business scope and federal contracting ties","8(a) status and named contact Neha Oza suggest federal contractor involvement; exploratory outreach to understand defense work and compliance needs is appropriate.","qualified"
"677","RIPPLESE CONSULTING, LLC","","disqualified","2","sales","2","relationship_building","very soft touch, no pitch","Pending WOSB/EDWOSB status and named contact Victor Ishola indicate early-stage business with likely low compliance urgency and budget; too premature for any sales outreach.","disqualified"
"678","Y-TECH SOLUTIONS LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Named contact with email is reachable, but 'Y-TECH SOLUTIONS' is too generic and lacks any clear defense or compliance signal; database membership alone doesn't overcome the complete absence of org-type, size, or CMMC context.","qualified"
"679","SYL CONSULTING AND LEARNING SERVICES, LLC","","disqualified","3","sales","5","relationship_building","soft intro, discovery call","WOSB/EDWOSB status is a meaningful government-contracting signal and named contact is reachable, but missing employee count, CMMC level, and org specifics make it unclear whether they need compliance products or could be a partner.","qualified"
"680","JANV GLOBAL SOFTWARE SOLUTIONS LLC","","disqualified","2","sales","3","relationship_building","soft intro only","Named contact and database membership are minimal positives, but 'JANV GLOBAL SOFTWARE SOLUTIONS' offers no clear defense tie, and missing all qualifying fields (org type, size, CMMC level) make this a very weak fit.","disqualified"
"681","HAYLAND ADVISORS LLC","","disqualified","3","sales","3","relationship_building","soft intro only","Named contact is reachable, but 'Hayland Advisors' suggests a generalist consultant with no visible defense or CMMC focus, and complete absence of size, org type, and compliance context make this a low-confidence lead.","disqualified"
"682","GUARDIANS OF HONOR, LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","WOSB status suggests potential government contracting work and named contact is reachable, but no employee count, CMMC level, or org specifics confirm any defense-subcontractor fit or compliance need.","qualified"
"683","SPECTROMATICS, LLC","","disqualified","3","sales","3","relationship_building","soft intro only","Named contact with email is a minimal advantage, but 'Spectromatics' lacks any clear defense or CMMC signal, and missing org type, size, and compliance context make it impossible to assess fit.","disqualified"
"684","Z - GEOINFO INC","","disqualified","2","sales","3","relationship_building","soft intro only","Named contact is reachable, but 'Z - GEOINFO' suggests a geospatial/mapping firm with unclear defense relevance, and missing org type, size, and CMMC level leave no clear fit signals.","disqualified"
"685","NET.AMERICA RT LLC","","disqualified","3","sales","3","relationship_building","soft intro only","Named contact with email is reachable, but 'NET.AMERICA RT' is too generic and lacks any defense or compliance context; missing org type, size, and CMMC level make this a weak lead.","disqualified"
"686","NVISION TECHNICAL CONSULTING LLC","","disqualified","3","sales","5","partnership","warm intro, explore partnership","Named contact reachable and 'NVISION TECHNICAL CONSULTING' hints at IT/tech services, which could be a partner or MSP; missing size and CMMC details prevent higher scoring, but consulting-services model warrants partnership exploration.","qualified"
"687","CYBER SECURITY RESEARCH AND SOLUTIONS CORPORATION","","disqualified","3","sales","6","sales","direct compliance inquiry","Company name 'CYBER SECURITY RESEARCH AND SOLUTIONS' strongly suggests defense-adjacent or compliance-focused work; named contact reachable; missing employee count and CMMC level are gaps, but cybersecurity focus and database membership justify a direct compliance pitch.","qualified"
"688","INTERNATIONAL SOLUTION PARTNERS LLC","","disqualified","2","sales","3","relationship_building","soft intro only","Named contact with email is reachable, but 'INTERNATIONAL SOLUTION PARTNERS' is too generic with no visible defense or CMMC signal, and missing all qualifying context makes this a very weak fit.","disqualified"
"689","HEALTH SCIENCE GROUP, LLC","","disqualified","2","sales","2","relationship_building","soft intro only","'HEALTH SCIENCE GROUP' signals healthcare/life-sciences focus rather than defense subcontracting; despite named contact and email, the org type strongly suggests non-fit for Vulnaguard Sentinel.","disqualified"
"690","MCFARLAND & ASSOCIATES, INC.","","disqualified","3","sales","3","relationship_building","soft intro only","Named contact with email is reachable, but 'MCFARLAND & ASSOCIATES' is too generic with no clear defense or compliance tie, and missing org type, size, and CMMC context make fit assessment impossible.","disqualified"
"691","ADINKRA SOLUTIONS GROUP LLC","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","HUBZone status and named contact (including honorific 'DR') suggest a small business with possible government ties, but missing employee count, CMMC level, and org specifics leave the defense-subcontractor fit unclear.","qualified"
"692","SECURE ACCESS GROUP LLC","","disqualified","3","sales","5","sales","direct compliance inquiry","WOSB status is a strong government-contracting signal; 'SECURE ACCESS GROUP' name hints at security/compliance work; named contact reachable; missing employee count and CMMC level are gaps, but org profile and name warrant direct compliance outreach.","qualified"
"693","COBB JAMES","","disqualified","2","sales","2","relationship_building","soft intro only","'COBB JAMES' is too bare and generic (appears to be a sole proprietor or very small firm); no defense or compliance signals, and missing all context make this a minimal-confidence lead.","disqualified"
"694","A-TEAM SOLUTIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB status is a strong defense-subcontractor signal; named contact reachable; missing employee count and CMMC level are gaps, but veteran-owned designation and database membership justify direct Sentinel pitch.","qualified"
"696","STANDARD TECHNOLOGY, INC.","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Named contact reachable and 'STANDARD TECHNOLOGY' suggests a tech firm with possible defense relevance, but missing org type, size, and CMMC context prevent confident fit assessment.","qualified"
"698","SECURITY 360 LLC","","disqualified","2","sales","4","sales","direct compliance inquiry","'SECURITY 360' name strongly hints at security/compliance work; named contact reachable; missing employee count and CMMC level are gaps, but security focus justifies a direct compliance inquiry over pure relationship-building.","qualified"
"700","SENTINEL CONSULTING SERVICES INC","","disqualified","3","sales","4","partnership","warm intro, explore advisory fit","'SENTINEL CONSULTING SERVICES' hints at IT or compliance advisory work; named contact reachable; missing size and CMMC context, but consulting-services model suggests possible partnership or referral potential.","qualified"
"701","QADE SOLUTIONS, LLC","","disqualified","2","sales","3","relationship_building","soft intro only","Named contact with email reachable, but 'QADE SOLUTIONS' is generic, Gmail address and no website suggest a very small or nascent firm, and complete absence of defense or CMMC signals make fit assessment impossible.","disqualified"
"702","MYRIDDIAN, LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","WOSB/EDWOSB status suggests government contracting work and named contact is reachable, but missing employee count, CMMC level, and org specifics make it unclear whether they are a sales target or potential partner.","qualified"
"703","3P CONSULTANT SERVICES,INC.","","disqualified","3","sales","4","partnership","warm intro, explore partnership","Named contact reachable and '3P CONSULTANT SERVICES' hints at IT/compliance consulting, which could be a partner or MSP; missing size and CMMC details prevent higher scoring, but consulting-services model warrants partnership exploration.","qualified"
"704","EMPIVE LLC","","disqualified","2","sales","5","sales","direct compliance inquiry","Multiple certifications (WOSB/VOSB/SDVOSB) are strong defense-subcontractor signals; named contact reachable; personal Hotmail address and missing CMMC level are minor concerns, but org certifications justify direct compliance pitch.","qualified"
"705","LUX CONSULTING GROUP, INC.","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","HUBZone status suggests possible government contracting relevance and named contact is reachable, but missing employee count, CMMC level, and org specifics make it unclear whether this is a direct buyer or potential partner.","qualified"
"709","IDEA SQUARED CORPORATION","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor database membership + named contact (Calvin Brown) with valid email provides baseline outreach opportunity, but complete absence of org type, employee count, and CMMC signals makes qualification impossible without initial conversation.","qualified"
"710","ERIMAX INC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor registration + named contact (Eric Franklin) with direct email enable outreach, but missing org type, CMMC level, employee count, and contact title prevent confident prioritization without first qualifying call.","qualified"
"711","COGNIZANCE TECHNOLOGIES, LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government database member with reachable contact (Ketki Shah), but virtually all qualification signals are absent—org type, CMMC level, employee count, and title are unknown, requiring discovery before any product pitch.","qualified"
"713","VINSYS-PYRAMID LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor status + named contact (Sreedhar Chanamolu) with email provides a starting point, but lack of org type, CMMC level, and employee count data requires initial qualification conversation.","qualified"
"715","CAPTIVA SOLUTIONS, LLC","","disqualified","3","sales","5","relationship_building","soft intro, explore government work","WOSB/EDWOSB certification signals small-business government exposure and named contact (Eberechi Ugwu-Amole) is reachable, but defense subcontractor fit and CMMC need remain unclear without deeper discovery.","qualified"
"716","FAYRIZ GROUP LLC","","disqualified","1","sales","2","relationship_building","very soft exploratory touch","Government contractor registration alone cannot overcome near-total absence of org type, CMMC interest, employee count, or industry signals—only name and email suggest any outreach path.","disqualified"
"717","DDE DIGITAL SOLUTIONS, LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor member with named contact (Erika Vaughan) and valid email, but missing org type, CMMC level, employee count, and title require a qualification conversation before any real assessment.","qualified"
"718","RGM INCORPORATED","","disqualified","3","sales","5","relationship_building","soft intro, explore HUBZone government work","HUBZone status hints at small-business government contracting activity, and Rodney Matthews is a reachable contact, but absence of CMMC level, employee count, and org type clarity requires initial discovery.","qualified"
"720","CWC GROUP LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor database + WOSB/EDWOSB status + named contact (Cherise Wilson) suggest possible government work, but lack of CMMC level, employee count, and org type detail prevents confident qualification.","qualified"
"721","ABOUTWEB, LLC","","disqualified","3","sales","3","relationship_building","soft exploratory touch","Government contractor status + reachable contact (Trayci Koppie) are baseline positives, but absence of CMMC interest, org type, employee count, and industry signals leave defense relevance completely unclear.","disqualified"
"723","INTEGRITY DATA SOLUTIONS, LLC","","disqualified","3","sales","5","relationship_building","soft intro, explore government work","WOSB/EDWOSB designation + government contractor database + named contact (Sharon Hockenberry) suggest possible compliance exposure, but missing CMMC level, employee count, and org type clarification require early-stage discovery.","qualified"
"724","BOSS TECH INCORPORATED","","disqualified","3","sales","6","relationship_building","soft intro, explore 8(a) government work","8(a) status is a strong signal of small-business DoD potential, and Wesley Clarke is a named reachable contact, but unknown employee count, CMMC level, and org type require qualification conversation.","qualified"
"725","PRISTINE TECHNOLOGIES, LLC","","disqualified","3","sales","6","relationship_building","soft intro, explore veteran-owned government work","VOSB/SDVOSB status suggests veteran-owned business likely in defense-adjacent space, and Curtis Taylor is a reachable contact, but missing CMMC level, employee count, and org type prevent confident scoring without discovery.","qualified"
"726","PINNACLE THRIVE SOLUTIONS INC","","disqualified","2","sales","2","relationship_building","very soft exploratory touch","Government contractor registration + named contact (Janaka Epasinghage Don) are the only positives; near-total absence of org type, CMMC signal, employee count, and title make this a very weak lead requiring substantial qualification effort.","disqualified"
"727","RMR CONSULTING INCORPORATED","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor status + named contact (David Wynegar) with direct email enable outreach, but complete absence of org type, CMMC level, and employee count data requires initial qualification conversation.","qualified"
"728","AIS ENGINEERING INC","","disqualified","3","sales","5","relationship_building","soft intro, explore engineering/defense angle","Company name (AIS Engineering) hints at potential defense-adjacent engineering work, and Hildegarde Sylla is a reachable contact, but missing CMMC level, org type, employee count, and title require discovery before any real assessment.","qualified"
"729","ADB CONSULTING SERVICES LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor status + reachable contact (Davina Baruti) provide a starting point, but 'consulting services' name alone cannot confirm defense relevance, and CMMC level, employee count, org type remain unknown.","qualified"
"730","DREAMS OVER AMERICA INC","","disqualified","3","sales","6","relationship_building","soft intro, explore veteran-owned government work","VOSB/SDVOSB status suggests veteran-owned business with likely DoD exposure, and Cedric Myrick Sr is a named contact, but unknown CMMC level, employee count, and org type require initial qualification.","qualified"
"731","M.A. + ASSOCIATES, LLC","","disqualified","3","sales","3","relationship_building","very soft exploratory touch","Government contractor status + named contact (Michael Withers) are minimal positives, but 'M.A. + Associates' provides no defense signal, and total absence of CMMC level, org type, and employee count make this a low-confidence lead.","disqualified"
"732","PROTURATECH LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor database + named contact (Anthony Adams) with reachable email enable outreach, but missing org type, CMMC level, and employee count require discovery; potential MSP signal in email domain is speculative.","qualified"
"733","GERMAIN INDUSTRIES LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor status + named contact (Rony Germain) with direct email provide outreach opportunity, but complete absence of org type, CMMC level, and employee count prevent confident qualification without initial discovery.","qualified"
"735","DYNAMIC 3 INC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor registration + named contact (Vernon Ramey) with direct email are baseline positives, but missing org type, CMMC level, and employee count require a qualification conversation before any real assessment.","qualified"
"736","TERP TECHS LLC","","disqualified","3","sales","5","relationship_building","soft intro, explore HUBZone government work","HUBZone status suggests potential defense contracting activity, and Thomas Yirenkyi is a reachable contact, but missing CMMC level, employee count, and clear org type require initial discovery.","qualified"
"737","TOP GROUP TECHNOLOGIES, LLC","","disqualified","3","sales","5","relationship_building","soft intro, explore tech/defense angle","Company name suggests technology orientation, Temi Akinwumi is a reachable contact, and topgrouptech.com domain hints at tech services, but missing CMMC level, org type, and employee count prevent confident qualification.","qualified"
"739","KINGSTONVILLE-MERCADIEN JV LLC","","disqualified","3","sales","5","relationship_building","soft intro, explore JV/defense angle","JV LLC naming convention could suggest defense-related joint venture, and Tanya Miller is a named contact, but missing CMMC level, org type, employee count, and title require initial qualification conversation.","qualified"
"740","GREENCLEAN, INC.","","disqualified","2","sales","4","relationship_building","soft intro, learn about their government work","8(a) designation and named contact are positive signals, but missing org type details, CMMC level, and employee count mean we don't know if they handle controlled data or need compliance monitoring—worth a light touch to qualify further.","qualified"
"741","SHADOWOBJECTS LLC","","disqualified","2","sales","2","relationship_building","soft intro, no compliance ask yet","Named contact and government contractor status are the only signals; virtually no information about org type, defense focus, or compliance need makes this too speculative for direct pitch.","disqualified"
"742","MPOWER INCORPORATED","","disqualified","3","sales","3","relationship_building","soft intro, learn about their government contracts","WOSB designation suggests small business potential, and named contact is reachable, but no confirmation of defense work, CMMC level, or employee count—too little to pitch compliance product directly.","disqualified"
"744","BENCHLAB LLC","","disqualified","3","sales","2","relationship_building","soft intro, learn about their business","Named contact with email is useful, but no org type, employee count, or defense-related indicators make this a low-confidence lead suitable only for light relationship building.","disqualified"
"746","THE LAW OFFICE OF AUGUSTA SIRIBUO LLC","","disqualified","1","sales","1","relationship_building","skip or very soft intro only","Law office with no indicators of government contracting or DoD work; even with a named contact, this is clearly outside the defense contractor space Vulnaguard targets.","disqualified"
"747","ECMRMIG LLC","","disqualified","2","sales","2","relationship_building","soft intro, learn about their work","Named contact exists but nearly every other qualifying signal is absent—no org type, CMMC level, employee count, or title to suggest relevant decision-maker or defense relevance.","disqualified"
"748","GRIGS INTERNATIONAL LLC","","disqualified","3","sales","5","relationship_building","soft intro, explore CMMC fit","VOSB/SDVOSB status is a stronger signal of defense contractor potential than generic designations, plus named contact, but missing CMMC level, employee count, and contact title mean confirmation of fit is needed before pitching.","qualified"
"749","C3TECH LLC","","disqualified","3","sales","3","relationship_building","soft intro, learn about their government work","WOSB status and named contact are positive, but no org type detail, CMMC level, or employee count to assess whether they handle controlled data or need compliance—too speculative for direct pitch.","disqualified"
"750","APPEREON BUSINESS SOLUTIONS INC","","disqualified","3","sales","3","relationship_building","soft intro, learn about their contracts","HUBZone status suggests small business in designated area, and named contact is reachable, but no confirmation of defense work, CMMC level, or employee size makes direct pitch premature.","disqualified"
"751","PCSA GROUP LLC","","disqualified","3","sales","2","relationship_building","soft intro, learn about their business","Named contact (possibly owner) with email is the main asset, but no org type, CMMC level, employee count, or indication of government/defense work makes this too speculative for a compliance pitch.","disqualified"
"752","ALPHA OMEGA TECHNOLOGIES, INC.","","disqualified","3","sales","3","relationship_building","soft intro, learn about their tech work","Named contact and 'Technologies' name hint at possible tech/defense relevance, but no org type, CMMC level, employee count, or contact title means fit cannot be confirmed without conversation.","disqualified"
"753","PERSONAL CADD SERVICES, INC","","disqualified","2","sales","2","relationship_building","soft intro, learn about their services","CAD services could support defense work tangentially, and named contact is reachable, but no org type, employee count, CMMC level, or evidence of government contracts makes this a weak lead.","disqualified"
"755","TWIN OAKS CONSULTING LLC","","disqualified","3","sales","3","relationship_building","soft intro, learn about their government contracts","WOSB status suggests possible government contracting, and named contact is available, but missing CMMC level, employee count, org type specifics, and contact title means fit is unclear—too speculative for direct pitch.","disqualified"
"756","RES MANAGEMENT SERVICES LLC","","disqualified","2","sales","2","relationship_building","soft intro, learn about their business","Named contact with email is reachable, but Gmail address and complete absence of org type, CMMC level, employee count, or title suggest low organizational maturity or unclear defense relevance.","disqualified"
"757","TETRAHEDRON, INC.","","disqualified","3","sales","2","relationship_building","soft intro, learn about their work","Named contact exists, but no org type, employee count, CMMC level, or title to confirm decision-maker relevance or defense contractor fit—too speculative for direct pitch.","disqualified"
"758","CIPHERLOGIX, INC","","disqualified","3","sales","3","relationship_building","soft intro, learn about their security/tech work","Company name hints at tech/security relevance and named contact is reachable, but no org type, CMMC level, employee count, or confirmation of defense work means fit cannot be assumed.","disqualified"
"759","CREATIVE BUSINESS SOLUTIONS, INC.","","disqualified","3","sales","4","relationship_building","soft intro, explore government contract scope","VOSB/SDVOSB status suggests defense contractor potential, and named contact is available, but missing CMMC level, employee count, org type specifics, and contact title mean confirmation of compliance need is necessary.","qualified"
"760","PN AUTOMATION INC","","disqualified","3","sales","3","relationship_building","soft intro, learn about their operations","HUBZone status and named contact are present, but no CMMC level, employee count, org type detail, or contact title—insufficient signal to assume defense subcontractor fit or compliance need.","disqualified"
"761","AMERICAN AVIATION INTERNATIONAL MARKETING LLC","","disqualified","3","sales","4","relationship_building","soft intro, explore aviation/defense work","Aviation/international marketing name suggests potential defense adjacency, and named contact is reachable, but no org type, CMMC level, or employee count to confirm government contract involvement or compliance need.","qualified"
"764","CYBERRX INC","","disqualified","3","sales","3","relationship_building","soft intro, learn about their cyber services","Company name hints at cybersecurity/IT relevance and named contact is available, but no org type, CMMC level, employee count, or title to confirm whether they serve defense contractors or handle controlled data.","disqualified"
"765","CROWNED GRACE INC","","disqualified","3","sales","4","relationship_building","soft intro, explore government work scope","WOSB/VOSB/SDVOSB triple designation suggests serious government contracting orientation, and named contact is reachable, but missing CMMC level, employee count, and org type specifics mean fit still needs qualification.","qualified"
"767","TERRAPULSE, INC.","","disqualified","2","sales","2","relationship_building","soft intro, learn about their business","Named contact with email exists, but virtually no other qualifying signal—no org type, employee count, CMMC level, or indication of defense/government involvement makes this a low-confidence lead.","disqualified"
"768","BOVIAN TTC, LLC","","disqualified","3","sales","2","relationship_building","soft intro, learn about their work","Named contact is reachable, but no org type, CMMC level, employee count, or context suggesting defense contractor fit—insufficient information to score higher or recommend direct pitch.","disqualified"
"769","CLOUDLEAP TECHNOLOGIES LLC","","disqualified","3","sales","3","relationship_building","soft intro, learn about their tech work","HUBZone status and named contact are present, but no CMMC level, employee count, org type detail, or title—HUBZone alone doesn't confirm defense subcontractor relevance without further conversation.","disqualified"
"770","ZUNA ECLIPSE, LLC","","disqualified","3","sales","4","relationship_building","soft intro, explore government contract scope","WOSB/VOSB/SDVOSB triple designation is a stronger defense contractor signal, and named contact is available, but missing CMMC level, employee count, org type specifics, and contact title mean compliance need must be confirmed before pitching.","qualified"
"772","ALEXANDER & TOM, INC.","","disqualified","3","sales","4","relationship_building","soft intro, gather org context","Named contact with reachable method is positive, but company name, org type, and all compliance signals are unknown; registration in government database alone doesn't confirm defense subcontractor fit without more information.","qualified"
"773","PHOENIX TECHNOLOGY SOLUTIONS, L.L.C.","","disqualified","3","sales","5","relationship_building","soft intro, explore WOSB/EDWOSB government work","WOSB/EDWOSB designation and named contact suggest small business with government exposure, but no confirmation of defense work, CMMC need, or employee size limits confidence.","qualified"
"775","KEN CONSULTING INC","","disqualified","3","sales","4","relationship_building","soft intro, gather org context","Named contact and government registration are present, but company type and all compliance signals are unknown; 'Consulting' is too broad without more detail.","qualified"
"776","E3 IT SOLUTIONS LLC","","disqualified","3","sales","5","partnership","soft intro, explore IT services scope","'IT Solutions' name hints at MSP or services potential with government database registration; named contact available, but no org type confirmation or CMMC signal yet warrants exploratory outreach.","qualified"
"777","PREFERRED TEMPORARY SERVICES INC","","disqualified","2","sales","2","relationship_building","soft intro only if capacity exists","Temporary staffing is a poor fit for CMMC compliance product even with government registration; named contact present but company model does not align with Sentinel's target market.","disqualified"
"778","LMK CONSULTING GROUP, LLC","","disqualified","2","sales","3","relationship_building","soft intro, clarify service scope","'Consulting' is generic and lacks defense indicators; government registration and named contact alone are insufficient without org type clarity.","disqualified"
"779","THE PROMETHEUS CO INC","","disqualified","3","sales","4","relationship_building","soft intro, gather org context","Named contact and government database membership present, but no org type, CMMC signal, or company name clarity (domain mismatch) to confirm defense subcontractor fit.","qualified"
"780","AI INTEGRATION INC","","disqualified","3","sales","4","relationship_building","soft intro, explore AI/tech service scope","'AI Integration' name could hint at technology services for government, with named contact and database registration, but no org type, CMMC, or employee count to confirm fit.","qualified"
"781","POWERHOUSE INSTITUTE, INC.","","disqualified","2","sales","2","relationship_building","soft intro only if capacity exists","'Institute' suggests nonprofit or educational entity, not a typical defense subcontractor; government registration and named contact present but company model poorly aligns with compliance product need.","disqualified"
"782","GRACE IN THE MEANTIME, LLC","","disqualified","2","sales","2","relationship_building","soft intro, too early stage","WOSB/EDWOSB pending status indicates very early-stage business with no CMMC or IT services signal; named contact available but company maturity and relevance too uncertain.","disqualified"
"783","T ROSA SECURITY, LLC.","","disqualified","3","sales","5","sales","direct compliance pitch with discovery","'Security' in company name suggests strong fit for CMMC product; government database registration and named contact provide solid foundation to explore defense subcontractor status and compliance need.","qualified"
"784","HIGHGROUNDS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a)/WOSB/EDWOSB designations strongly indicate government contracting and likely DoD exposure; named contact available; CMMC need probable for this firm size and cert profile.","qualified"
"785","ITMODSYSTEMS LLC","","disqualified","3","sales","5","partnership","soft intro, explore IT modernization scope","'ITMODSYSTEMS' name suggests IT/modernization work potentially relevant to government; named contact and database membership present, but no confirmation of defense work or org scope yet.","qualified"
"786","BLUESUN TECHNOLOGIES INC","","disqualified","3","sales","4","relationship_building","soft intro, explore tech service scope","'Technologies' is generic; government registration and named contact present but no org type, employee count, or CMMC signal to confirm defense subcontractor fit.","qualified"
"787","JY ADVISORY LLC","","disqualified","3","sales","6","sales","direct compliance pitch with discovery","8(a)/HUBZone/WOSB certifications indicate strong government contracting positioning and probable DoD exposure; named contact available; likely candidate for CMMC compliance need.","qualified"
"788","ABLE SERVICES LLC","","disqualified","2","sales","2","relationship_building","soft intro only if capacity exists","Generic 'Services' name with no defense or IT indicators; government registration and named contact present but company model and fit too unclear for direct outreach.","disqualified"
"789","OVR FLO INDUSTRIES, LLC","","disqualified","3","sales","5","sales","direct compliance pitch with discovery","'ofigov.com' domain strongly signals government work and likely defense exposure; named contact available and registration confirmed; CMMC need probable pending org type confirmation.","qualified"
"790","BARROW WISE CONSULTING, LLC","","disqualified","3","sales","5","partnership","soft intro, explore consulting service scope","WOSB/EDWOSB designation and 'Consulting' name suggest government exposure; named contact available but unclear if firm provides IT/compliance services or could refer/partner.","qualified"
"793","PMCONSULTING NG LLC","","disqualified","3","sales","4","relationship_building","soft intro, gather org context","Named contact and government registration present but 'PMConsulting' is generic; no org type, CMMC signal, or service details to confirm defense or IT services fit.","qualified"
"794","ETEM CONSULTING, LLC","","disqualified","3","sales","6","sales","direct compliance pitch with discovery","SDVOSB/VOSB designation indicates veteran-owned small business likely serving government; named contact available; probable CMMC candidate pending confirmation of DoD work scope.","qualified"
"796","WILDEBRAND ARCHER LLC","","disqualified","3","sales","4","relationship_building","soft intro, explore contracting scope","HUBZone designation suggests some government work; named contact and registration present, but no org type, employee count, or CMMC signal to confirm defense subcontractor fit.","qualified"
"798","TRUE VISION COMPANIES LLC","","disqualified","2","sales","3","relationship_building","soft intro, gather org context","Generic company name with no defense or IT indicators; government registration and named contact present but insufficient signals to confirm Sentinel fit.","disqualified"
"799","GREAT DOMINION HOLDINGS LLC","","disqualified","2","sales","2","relationship_building","soft intro only if capacity exists","Generic 'Holdings' name with no defense, IT, or services signal; government registration and named contact present but company model too unclear for confident outreach.","disqualified"
"800","ARTHUR A. & ASSOCIATES, LLC","","disqualified","2","sales","3","relationship_building","soft intro, gather org context","Generic 'Associates' name with no defense or IT indicators; government registration and named contact present but nearly all qualification signals missing.","disqualified"
"801","VERSATILITY, LLC","","disqualified","3","sales","3","relationship_building","soft intro, gather org context","Generic 'Versatility' name with no clear defense, IT, or services signal; government registration and named contact present but insufficient context to confirm fit.","disqualified"
"802","DANSOURCES TECHNICAL SERVICES, INC.","","disqualified","3","sales","5","relationship_building","soft intro, discovery call","Government contractor registration plus named contact Daniel Fahey with email is a baseline positive, but 'Technical Services' is broad and all compliance indicators are unknown; worth a light-touch conversation to understand business model and government work.","qualified"
"803","RESEARCH DATA AND COMMUNICATION TECHNOLOGIES BENEFIT CORP","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government database membership and named contact Christopher Whalen with email are positive, but 'Research Data and Communication Technologies' is too generic without org type, employee count, or CMMC context to confirm defense fit.","qualified"
